CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full_Name,UserName,Domain,Birth_Year,Current_Age,Parent,customer_priority
15667,Mr.,Hector,Ramos,1970-09-17,M,M,hector15@adventure-works.com,30000.0,0,Bachelors,Clerical,Y,Mr. Hector Ramos,hector15,Adventure Works,1970,52.0,No,Standard
15668,Mr.,Erick,Fernandez,1970-02-27,M,M,erick15@adventure-works.com,40000.0,0,Graduate Degree,Clerical,N,Mr. Erick Fernandez,erick15,Adventure Works,1970,53.0,No,Standard
15669,Ms.,Paul,Suurs,1970-04-24,M,F,paul8@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,Ms. Paul Suurs,paul8,Adventure Works,1970,53.0,No,Standard
15670,Mr.,Sergio,S�nchez,1969-08-03,M,M,sergio21@adventure-works.com,20000.0,0,Partial College,Manual,N,Mr. Sergio S�nchez,sergio21,Adventure Works,1969,53.0,No,Standard
15671,Mr.,Lawrence,Torres,1969-05-27,S,M,lawrence10@adventure-works.com,20000.0,0,Partial College,Manual,N,Mr. Lawrence Torres,lawrence10,Adventure Works,1969,53.0,No,Standard
15672,Mr.,Kelvin,Nara,1969-01-19,S,M,kelvin13@adventure-works.com,20000.0,0,Partial College,Manual,Y,Mr. Kelvin Nara,kelvin13,Adventure Works,1969,54.0,No,Standard
15673,Mr.,Jon,Goel,1969-06-08,S,M,jon16@adventure-works.com,20000.0,0,Partial College,Manual,N,Mr. Jon Goel,jon16,Adventure Works,1969,53.0,No,Standard
15674,Mr.,Tommy,Raheem,1969-07-08,S,M,tommy14@adventure-works.com,30000.0,0,Bachelors,Clerical,Y,Mr. Tommy Raheem,tommy14,Adventure Works,1969,53.0,No,Standard
15675,Mr.,Jay,Alonso,1969-10-16,M,M,jay37@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,Mr. Jay Alonso,jay37,Adventure Works,1969,53.0,No,Standard
15676,Mr.,Todd,Wang,1969-04-07,S,M,todd3@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,Mr. Todd Wang,todd3,Adventure Works,1969,54.0,No,Standard
15677,Ms.,Alyssa,Bradley,1969-08-11,M,F,alyssa31@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,Ms. Alyssa Bradley,alyssa31,Adventure Works,1969,53.0,No,Standard
15678,Ms.,Susan,Zhou,1969-06-08,M,F,susan18@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,Ms. Susan Zhou,susan18,Adventure Works,1969,53.0,No,Standard
15679,Mr.,Robert,Patterson,1952-09-10,M,M,robert24@adventure-works.com,10000.0,3,Partial College,Manual,N,Mr. Robert Patterson,robert24,Adventure Works,1952,70.0,Yes,Standard
15680,Mrs.,Tasha,She,1951-03-09,M,F,tasha0@adventure-works.com,10000.0,4,High School,Manual,N,Mrs. Tasha She,tasha0,Adventure Works,1951,72.0,Yes,Standard
15682,Mrs.,Heidi,Garcia,1944-05-21,S,F,heidi17@adventure-works.com,80000.0,5,Bachelors,Management,Y,Mrs. Heidi Garcia,heidi17,Adventure Works,1944,78.0,Yes,Standard
15683,Mrs.,Jessie,Carlson,1944-06-22,S,F,jessie37@adventure-works.com,90000.0,5,Partial College,Professional,N,Mrs. Jessie Carlson,jessie37,Adventure Works,1944,78.0,Yes,Standard
15684,Mr.,Tyrone,Suarez,1944-07-10,S,M,tyrone18@adventure-works.com,90000.0,5,Partial College,Professional,N,Mr. Tyrone Suarez,tyrone18,Adventure Works,1944,78.0,Yes,Standard
15685,Mrs.,Robin,Vazquez,1944-06-09,M,F,robin11@adventure-works.com,110000.0,3,Bachelors,Management,Y,Mrs. Robin Vazquez,robin11,Adventure Works,1944,78.0,Yes,Standard
15686,Mr.,Pedro,Vazquez,1944-07-03,M,M,pedro35@adventure-works.com,130000.0,3,Bachelors,Management,Y,Mr. Pedro Vazquez,pedro35,Adventure Works,1944,78.0,Yes,Standard
15687,Mr.,Jay,Suri,1945-06-18,M,M,jay6@adventure-works.com,70000.0,5,High School,Professional,Y,Mr. Jay Suri,jay6,Adventure Works,1945,77.0,Yes,Standard
15688,Mr.,Chase,Gray,1945-05-07,M,M,chase6@adventure-works.com,70000.0,5,High School,Professional,Y,Mr. Chase Gray,chase6,Adventure Works,1945,78.0,Yes,Standard
15689,Mrs.,Stacey,Wang,1945-01-06,S,F,stacey1@adventure-works.com,90000.0,5,Partial College,Professional,N,Mrs. Stacey Wang,stacey1,Adventure Works,1945,78.0,Yes,Standard
15690,Mr.,Clifford,Perez,1946-06-12,S,M,clifford20@adventure-works.com,160000.0,3,Bachelors,Management,N,Mr. Clifford Perez,clifford20,Adventure Works,1946,76.0,Yes,Standard
15691,Mr.,Julian,Henderson,1954-06-17,M,M,julian6@adventure-works.com,90000.0,3,High School,Professional,Y,Mr. Julian Henderson,julian6,Adventure Works,1954,68.0,Yes,Standard
15692,Mr.,Ryan,Garcia,1954-04-14,M,M,ryan52@adventure-works.com,90000.0,3,High School,Professional,Y,Mr. Ryan Garcia,ryan52,Adventure Works,1954,69.0,Yes,Standard
15693,Mrs.,Isabel,Barnes,1954-07-19,S,F,isabel3@adventure-works.com,90000.0,3,High School,Professional,Y,Mrs. Isabel Barnes,isabel3,Adventure Works,1954,68.0,Yes,Standard
15694,Mrs.,Stephanie,Diaz,1953-07-21,M,F,stephanie49@adventure-works.com,80000.0,4,Partial College,Professional,Y,Mrs. Stephanie Diaz,stephanie49,Adventure Works,1953,69.0,Yes,Standard
15695,Mr.,Bruce,Gomez,1954-06-18,M,M,bruce23@adventure-works.com,150000.0,3,Partial High School,Professional,Y,Mr. Bruce Gomez,bruce23,Adventure Works,1954,68.0,Yes,Standard
15696,Mr.,Damien,Sun,1953-06-05,M,M,damien10@adventure-works.com,100000.0,3,Bachelors,Management,Y,Mr. Damien Sun,damien10,Adventure Works,1953,69.0,Yes,Standard
15697,Mrs.,Julia,Morris,1953-07-06,M,F,julia48@adventure-works.com,110000.0,2,Partial College,Professional,Y,Mrs. Julia Morris,julia48,Adventure Works,1953,69.0,Yes,Standard
15698,Mrs.,Susan,Wang,1953-03-03,S,F,susan11@adventure-works.com,120000.0,3,Bachelors,Management,Y,Mrs. Susan Wang,susan11,Adventure Works,1953,70.0,Yes,Standard
15699,Mr.,Jonathon,Hernandez,1953-09-11,M,M,jonathon0@adventure-works.com,170000.0,0,Bachelors,Management,Y,Mr. Jonathon Hernandez,jonathon0,Adventure Works,1953,69.0,No,Standard
15700,Mr.,Eugene,Guo,1952-11-19,M,M,eugene22@adventure-works.com,80000.0,4,Partial College,Professional,Y,Mr. Eugene Guo,eugene22,Adventure Works,1952,70.0,Yes,Standard
15701,Mrs.,Jillian,Kapoor,1952-09-27,M,F,jillian2@adventure-works.com,130000.0,4,Partial College,Professional,N,Mrs. Jillian Kapoor,jillian2,Adventure Works,1952,70.0,Yes,Standard
15702,Mrs.,Ruth,Mehta,1952-08-18,M,F,ruth18@adventure-works.com,130000.0,4,High School,Professional,Y,Mrs. Ruth Mehta,ruth18,Adventure Works,1952,70.0,Yes,Standard
15703,Mrs.,Alison,Chande,1951-05-06,M,F,alison15@adventure-works.com,80000.0,5,High School,Professional,Y,Mrs. Alison Chande,alison15,Adventure Works,1951,72.0,Yes,Standard
15704,Mr.,Peter,Luo,1951-03-14,S,M,peter13@adventure-works.com,90000.0,4,High School,Professional,Y,Mr. Peter Luo,peter13,Adventure Works,1951,72.0,Yes,Standard
15705,Mr.,Gabriel,Simmons,1950-03-22,M,M,gabriel12@adventure-works.com,100000.0,3,Partial College,Management,Y,Mr. Gabriel Simmons,gabriel12,Adventure Works,1950,73.0,Yes,Standard
15706,Mrs.,Tina,Arthur,1949-11-25,M,F,tina8@adventure-works.com,90000.0,4,High School,Management,Y,Mrs. Tina Arthur,tina8,Adventure Works,1949,73.0,Yes,Standard
15707,Mrs.,Robin,Rubio,1949-09-15,M,F,robin16@adventure-works.com,120000.0,4,Partial College,Management,Y,Mrs. Robin Rubio,robin16,Adventure Works,1949,73.0,Yes,Standard
15708,Mrs.,Nina,Jai,1949-07-21,M,F,nina11@adventure-works.com,120000.0,4,High School,Management,Y,Mrs. Nina Jai,nina11,Adventure Works,1949,73.0,Yes,Standard
15709,Mrs.,Chelsea,Prasad,1948-09-03,M,F,chelsea10@adventure-works.com,70000.0,5,Partial High School,Skilled Manual,Y,Mrs. Chelsea Prasad,chelsea10,Adventure Works,1948,74.0,Yes,Standard
15710,Mrs.,Brandy,Rana,1948-01-23,M,F,brandy7@adventure-works.com,90000.0,4,High School,Management,N,Mrs. Brandy Rana,brandy7,Adventure Works,1948,75.0,Yes,Standard
15711,Mr.,Jeffery,Liang,1948-07-02,M,M,jeffery16@adventure-works.com,110000.0,4,High School,Management,Y,Mr. Jeffery Liang,jeffery16,Adventure Works,1948,74.0,Yes,Standard
15712,Mrs.,Whitney,Chandra,1948-12-05,M,F,whitney2@adventure-works.com,130000.0,4,High School,Management,Y,Mrs. Whitney Chandra,whitney2,Adventure Works,1948,74.0,Yes,Standard
15713,Mrs.,Hannah,Lee,1948-06-09,M,F,hannah20@adventure-works.com,130000.0,5,Partial High School,Professional,Y,Mrs. Hannah Lee,hannah20,Adventure Works,1948,74.0,Yes,Standard
15714,Mrs.,Bethany,Pal,1947-09-17,S,F,bethany15@adventure-works.com,80000.0,5,Partial High School,Skilled Manual,Y,Mrs. Bethany Pal,bethany15,Adventure Works,1947,75.0,Yes,Standard
15715,Ms.,Isabella,Adams,1975-06-20,S,F,isabella46@adventure-works.com,60000.0,0,Bachelors,Professional,N,Ms. Isabella Adams,isabella46,Adventure Works,1975,47.0,No,Standard
15716,Mr.,Roy,Madan,1975-06-20,S,M,roy8@adventure-works.com,70000.0,0,Bachelors,Professional,N,Mr. Roy Madan,roy8,Adventure Works,1975,47.0,No,Standard
15717,Ms.,Alexia,Henderson,1976-05-26,S,F,alexia5@adventure-works.com,70000.0,0,Bachelors,Professional,N,Ms. Alexia Henderson,alexia5,Adventure Works,1976,46.0,No,Standard
15718,Ms.,Heather,Lin,1976-04-15,M,F,heather7@adventure-works.com,70000.0,0,Bachelors,Professional,Y,Ms. Heather Lin,heather7,Adventure Works,1976,47.0,No,Standard
15719,Ms.,Lacey,Liang,1976-07-13,M,F,lacey29@adventure-works.com,80000.0,0,Bachelors,Professional,Y,Ms. Lacey Liang,lacey29,Adventure Works,1976,46.0,No,Standard
15720,Ms.,Jaime,Ramos,1974-07-26,M,F,jaime19@adventure-works.com,70000.0,0,Bachelors,Professional,Y,Ms. Jaime Ramos,jaime19,Adventure Works,1974,48.0,No,Standard
15721,Ms.,Cara,Guo,1974-08-15,S,F,cara13@adventure-works.com,80000.0,0,Bachelors,Professional,N,Ms. Cara Guo,cara13,Adventure Works,1974,48.0,No,Standard
15722,Ms.,Angela,Jenkins,1974-11-26,M,F,angela9@adventure-works.com,80000.0,0,Bachelors,Professional,N,Ms. Angela Jenkins,angela9,Adventure Works,1974,48.0,No,Standard
15723,Ms.,Kate,Deng,1974-03-18,M,F,kate1@adventure-works.com,90000.0,0,Bachelors,Professional,Y,Ms. Kate Deng,kate1,Adventure Works,1974,49.0,No,Standard
15724,Mr.,Roger,She,1974-05-02,S,M,roger27@adventure-works.com,90000.0,0,Bachelors,Professional,N,Mr. Roger She,roger27,Adventure Works,1974,49.0,No,Standard
15725,Mr.,Trevor,Price,1973-07-18,M,M,trevor0@adventure-works.com,90000.0,0,Bachelors,Professional,N,Mr. Trevor Price,trevor0,Adventure Works,1973,49.0,No,Standard
15726,Ms.,Faith,Barnes,1973-02-27,M,F,faith3@adventure-works.com,90000.0,0,Bachelors,Professional,Y,Ms. Faith Barnes,faith3,Adventure Works,1973,50.0,No,Standard
15727,Ms.,Alisha,Zeng,1972-05-03,M,F,alisha23@adventure-works.com,80000.0,0,Bachelors,Professional,Y,Ms. Alisha Zeng,alisha23,Adventure Works,1972,51.0,No,Standard
15728,Mr.,Keith,Sharma,1973-08-03,M,M,keith12@adventure-works.com,110000.0,0,Partial College,Management,N,Mr. Keith Sharma,keith12,Adventure Works,1973,49.0,No,Priority
15729,Ms.,Mayra,Suri,1972-09-24,M,F,mayra0@adventure-works.com,90000.0,0,Bachelors,Professional,N,Ms. Mayra Suri,mayra0,Adventure Works,1972,50.0,No,Standard
15730,Mr.,Philip,Dominguez,1972-02-19,M,M,philip13@adventure-works.com,90000.0,0,Bachelors,Professional,Y,Mr. Philip Dominguez,philip13,Adventure Works,1972,51.0,No,Standard
15731,Mr.,Corey,Chavez,1971-03-20,S,M,corey13@adventure-works.com,80000.0,0,Bachelors,Professional,N,Mr. Corey Chavez,corey13,Adventure Works,1971,52.0,No,Standard
15732,Ms.,Sandra,Zhu,1972-05-28,M,F,sandra21@adventure-works.com,120000.0,0,Partial High School,Professional,Y,Ms. Sandra Zhu,sandra21,Adventure Works,1972,50.0,No,Standard
15733,Ms.,Leslie,Ramos,1972-03-25,M,F,leslie18@adventure-works.com,120000.0,0,Partial High School,Professional,Y,Ms. Leslie Ramos,leslie18,Adventure Works,1972,51.0,No,Standard
15734,Ms.,Alicia,Lal,1970-07-11,M,F,alicia6@adventure-works.com,100000.0,0,Partial High School,Professional,Y,Ms. Alicia Lal,alicia6,Adventure Works,1970,52.0,No,Standard
15735,Ms.,Lori,Blanco,1970-05-02,M,F,lori16@adventure-works.com,100000.0,0,Partial High School,Professional,Y,Ms. Lori Blanco,lori16,Adventure Works,1970,53.0,No,Standard
15736,Mrs.,Sheena,Raje,1941-06-13,M,F,sheena12@adventure-works.com,110000.0,2,Graduate Degree,Management,Y,Mrs. Sheena Raje,sheena12,Adventure Works,1941,81.0,Yes,Standard
15737,Mr.,Alexander,Robinson,1941-04-04,S,M,alexander22@adventure-works.com,120000.0,2,Graduate Degree,Management,Y,Mr. Alexander Robinson,alexander22,Adventure Works,1941,82.0,Yes,Standard
15738,Mrs.,Abigail,Miller,1941-07-23,M,F,abigail51@adventure-works.com,120000.0,2,Graduate Degree,Management,Y,Mrs. Abigail Miller,abigail51,Adventure Works,1941,81.0,Yes,Standard
15739,Mr.,Garrett,Rogers,1942-12-16,M,M,garrett24@adventure-works.com,70000.0,5,Bachelors,Management,Y,Mr. Garrett Rogers,garrett24,Adventure Works,1942,80.0,Yes,Standard
15740,Mr.,Johnny,Kumar,1942-04-11,M,M,johnny8@adventure-works.com,80000.0,5,Bachelors,Management,Y,Mr. Johnny Kumar,johnny8,Adventure Works,1942,81.0,Yes,Standard
15741,Mrs.,Isabella,Allen,1942-10-11,M,F,isabella55@adventure-works.com,80000.0,5,Bachelors,Management,Y,Mrs. Isabella Allen,isabella55,Adventure Works,1942,80.0,Yes,Standard
15742,Mrs.,Grace,Thompson,1942-11-07,M,F,grace15@adventure-works.com,90000.0,5,Bachelors,Management,Y,Mrs. Grace Thompson,grace15,Adventure Works,1942,80.0,Yes,Standard
15743,Mrs.,Chloe,Thompson,1942-02-18,M,F,chloe26@adventure-works.com,120000.0,2,Graduate Degree,Management,N,Mrs. Chloe Thompson,chloe26,Adventure Works,1942,81.0,Yes,Standard
15744,Mrs.,Angela,Gray,1942-03-22,M,F,angela32@adventure-works.com,120000.0,2,Graduate Degree,Management,Y,Mrs. Angela Gray,angela32,Adventure Works,1942,81.0,Yes,Standard
15746,Mrs.,Emily,Walker,1943-12-02,M,F,emily23@adventure-works.com,120000.0,2,Bachelors,Management,Y,Mrs. Emily Walker,emily23,Adventure Works,1943,79.0,Yes,Standard
15747,Mr.,Evan,Nelson,1944-02-25,M,M,evan34@adventure-works.com,70000.0,4,Bachelors,Management,Y,Mr. Evan Nelson,evan34,Adventure Works,1944,79.0,Yes,Standard
15748,Mr.,Austin,Jenkins,1944-06-09,M,M,austin2@adventure-works.com,70000.0,4,Bachelors,Management,Y,Mr. Austin Jenkins,austin2,Adventure Works,1944,78.0,Yes,Standard
15749,Mrs.,Grace,Brown,1944-10-25,S,F,grace3@adventure-works.com,70000.0,4,Bachelors,Management,Y,Mrs. Grace Brown,grace3,Adventure Works,1944,78.0,Yes,Standard
15750,Ms.,Kaitlin,Martinez,1973-10-20,M,F,kaitlin16@adventure-works.com,70000.0,0,Partial College,Professional,N,Ms. Kaitlin Martinez,kaitlin16,Adventure Works,1973,49.0,No,Standard
15751,Mrs.,Kristen,Xu,1955-02-25,S,F,kristen11@adventure-works.com,80000.0,2,High School,Skilled Manual,Y,Mrs. Kristen Xu,kristen11,Adventure Works,1955,68.0,Yes,Standard
15752,Mr.,Bobby,Rodriguez,1955-10-02,M,M,bobby11@adventure-works.com,80000.0,2,High School,Skilled Manual,N,Mr. Bobby Rodriguez,bobby11,Adventure Works,1955,67.0,Yes,Standard
15753,Mrs.,Margaret,Li,1956-12-22,S,F,margaret10@adventure-works.com,70000.0,2,High School,Skilled Manual,Y,Mrs. Margaret Li,margaret10,Adventure Works,1956,66.0,Yes,Standard
15754,Mrs.,Crystal,Xu,1956-06-23,S,F,crystal13@adventure-works.com,70000.0,2,High School,Skilled Manual,Y,Mrs. Crystal Xu,crystal13,Adventure Works,1956,66.0,Yes,Standard
15755,Mr.,Connor,Flores,1956-01-26,M,M,connor7@adventure-works.com,70000.0,2,High School,Skilled Manual,N,Mr. Connor Flores,connor7,Adventure Works,1956,67.0,Yes,Standard
15756,Mrs.,Kari,Gutierrez,1957-07-08,S,F,kari31@adventure-works.com,70000.0,2,High School,Professional,Y,Mrs. Kari Gutierrez,kari31,Adventure Works,1957,65.0,Yes,Standard
15757,Mr.,Edwin,Ferrier,1957-07-10,S,M,edwin45@adventure-works.com,70000.0,2,High School,Professional,Y,Mr. Edwin Ferrier,edwin45,Adventure Works,1957,65.0,Yes,Standard
15758,Mr.,Arturo,Andersen,1958-05-26,M,M,arturo38@adventure-works.com,130000.0,0,Graduate Degree,Management,Y,Mr. Arturo Andersen,arturo38,Adventure Works,1958,64.0,No,Standard
15759,Ms.,Erin,Brooks,1973-11-07,M,F,erin5@adventure-works.com,80000.0,0,Bachelors,Management,N,Ms. Erin Brooks,erin5,Adventure Works,1973,49.0,No,Standard
15760,Mr.,Richard,James,1974-05-04,M,M,richard79@adventure-works.com,30000.0,0,High School,Professional,Y,Mr. Richard James,richard79,Adventure Works,1974,49.0,No,Standard
15761,Mr.,Xavier,Thompson,1974-10-18,S,M,xavier13@adventure-works.com,30000.0,0,High School,Professional,Y,Mr. Xavier Thompson,xavier13,Adventure Works,1974,48.0,No,Standard
15762,Mr.,Garrett,Stewart,1974-05-08,S,M,garrett27@adventure-works.com,30000.0,0,High School,Professional,N,Mr. Garrett Stewart,garrett27,Adventure Works,1974,49.0,No,Standard
15763,Mr.,Xavier,Young,1974-07-25,M,M,xavier23@adventure-works.com,60000.0,0,Partial College,Professional,Y,Mr. Xavier Young,xavier23,Adventure Works,1974,48.0,No,Standard
15764,Mr.,Louis,Guo,1959-06-15,S,M,louis12@adventure-works.com,120000.0,1,Bachelors,Management,N,Mr. Louis Guo,louis12,Adventure Works,1959,63.0,Yes,Standard
15765,Mr.,Gilbert,Deng,1959-10-18,M,M,gilbert22@adventure-works.com,130000.0,0,Graduate Degree,Management,Y,Mr. Gilbert Deng,gilbert22,Adventure Works,1959,63.0,No,Standard
15766,Ms.,Priscilla,Black,1959-08-16,S,F,priscilla19@adventure-works.com,160000.0,0,Graduate Degree,Management,N,Ms. Priscilla Black,priscilla19,Adventure Works,1959,63.0,No,Standard
15768,Ms.,Victoria,Walker,1966-11-26,M,F,victoria22@adventure-works.com,130000.0,0,Graduate Degree,Management,Y,Ms. Victoria Walker,victoria22,Adventure Works,1966,56.0,No,Standard
15769,Ms.,Kelly,Coleman,1966-05-09,M,F,kelly10@adventure-works.com,130000.0,0,Graduate Degree,Management,Y,Ms. Kelly Coleman,kelly10,Adventure Works,1966,57.0,No,Standard
15770,Mr.,Xavier,Brooks,1966-10-11,S,M,xavier67@adventure-works.com,150000.0,0,Bachelors,Management,N,Mr. Xavier Brooks,xavier67,Adventure Works,1966,56.0,No,Standard
15771,Mrs.,Maria,Diaz,1958-01-23,M,F,maria43@adventure-works.com,130000.0,1,Graduate Degree,Management,Y,Mrs. Maria Diaz,maria43,Adventure Works,1958,65.0,Yes,Standard
15772,Mr.,Christopher,Anderson,1957-03-13,M,M,christopher10@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,N,Mr. Christopher Anderson,christopher10,Adventure Works,1957,66.0,Yes,Standard
15773,Mr.,Dylan,Jenkins,1957-10-03,M,M,dylan5@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,N,Mr. Dylan Jenkins,dylan5,Adventure Works,1957,65.0,Yes,Standard
15774,Mrs.,Natalie,Kelly,1957-02-27,M,F,natalie23@adventure-works.com,60000.0,2,High School,Professional,N,Mrs. Natalie Kelly,natalie23,Adventure Works,1957,66.0,Yes,Standard
15775,Mrs.,Michelle,Ward,1957-12-20,M,F,michelle13@adventure-works.com,60000.0,2,High School,Professional,N,Mrs. Michelle Ward,michelle13,Adventure Works,1957,65.0,Yes,Standard
15776,Mr.,Jesse,Mitchell,1957-09-13,M,M,jesse36@adventure-works.com,60000.0,2,High School,Professional,N,Mr. Jesse Mitchell,jesse36,Adventure Works,1957,65.0,Yes,Standard
15777,Mrs.,Brianna,Smith,1957-01-21,M,F,brianna0@adventure-works.com,60000.0,2,High School,Professional,N,Mrs. Brianna Smith,brianna0,Adventure Works,1957,66.0,Yes,Standard
15778,Mr.,Jos�,Miller,1957-05-10,S,M,jos�64@adventure-works.com,70000.0,2,Partial College,Professional,Y,Mr. Jos� Miller,jos�64,Adventure Works,1957,66.0,Yes,Standard
15779,Mr.,Jackson,Hayes,1957-02-18,M,M,jackson24@adventure-works.com,70000.0,2,Partial College,Professional,Y,Mr. Jackson Hayes,jackson24,Adventure Works,1957,66.0,Yes,Standard
15780,Mrs.,Claudia,Mcdonald,1957-05-14,M,F,claudia3@adventure-works.com,70000.0,3,Partial College,Professional,Y,Mrs. Claudia Mcdonald,claudia3,Adventure Works,1957,65.0,Yes,Standard
15781,Mr.,Blake,Evans,1957-04-02,M,M,blake45@adventure-works.com,80000.0,2,Bachelors,Management,Y,Mr. Blake Evans,blake45,Adventure Works,1957,66.0,Yes,Standard
15782,Mrs.,Katelyn,Collins,1957-11-23,M,F,katelyn24@adventure-works.com,90000.0,2,Partial College,Professional,Y,Mrs. Katelyn Collins,katelyn24,Adventure Works,1957,65.0,Yes,Standard
15783,Mr.,David,Alexander,1967-07-11,M,M,david52@adventure-works.com,90000.0,3,Bachelors,Professional,Y,Mr. David Alexander,david52,Adventure Works,1967,55.0,Yes,Standard
15784,Mrs.,Rebekah,Vazquez,1967-09-04,M,F,rebekah34@adventure-works.com,90000.0,4,Bachelors,Professional,Y,Mrs. Rebekah Vazquez,rebekah34,Adventure Works,1967,55.0,Yes,Standard
15785,Mr.,Edwin,Zhang,1962-04-26,S,M,edwin0@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Y,Mr. Edwin Zhang,edwin0,Adventure Works,1962,61.0,Yes,Standard
15786,Mr.,Marshall,Andersen,1962-11-03,M,M,marshall33@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Y,Mr. Marshall Andersen,marshall33,Adventure Works,1962,60.0,Yes,Standard
15787,Mrs.,Cynthia,Gonzalez,1961-05-21,S,F,cynthia24@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,Mrs. Cynthia Gonzalez,cynthia24,Adventure Works,1961,61.0,Yes,Standard
15788,Ms.,Barbara,Li,1966-03-18,S,F,barbara13@adventure-works.com,100000.0,0,Bachelors,Professional,N,Ms. Barbara Li,barbara13,Adventure Works,1966,57.0,No,Standard
15790,Mr.,Colin,Xu,1960-06-15,S,M,colin13@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,Mr. Colin Xu,colin13,Adventure Works,1960,62.0,Yes,Standard
15791,Mrs.,Megan,Long,1960-09-20,M,F,megan59@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,Mrs. Megan Long,megan59,Adventure Works,1960,62.0,Yes,Standard
15792,Mr.,Ernest,Zhou,1960-02-10,M,M,ernest8@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,Mr. Ernest Zhou,ernest8,Adventure Works,1960,63.0,Yes,Standard
15793,Ms.,Renee,Navarro,1965-04-12,S,F,renee9@adventure-works.com,70000.0,0,Bachelors,Professional,N,Ms. Renee Navarro,renee9,Adventure Works,1965,58.0,No,Standard
15794,Mrs.,Tonya,Chander,1965-06-21,M,F,tonya15@adventure-works.com,80000.0,5,Bachelors,Professional,N,Mrs. Tonya Chander,tonya15,Adventure Works,1965,57.0,Yes,Standard
15795,Mrs.,Diane,Munoz,1965-01-16,M,F,diane12@adventure-works.com,80000.0,5,Bachelors,Professional,Y,Mrs. Diane Munoz,diane12,Adventure Works,1965,58.0,Yes,Standard
15796,Mr.,Edward,Hayes,1965-05-11,M,M,edward71@adventure-works.com,80000.0,5,Bachelors,Professional,Y,Mr. Edward Hayes,edward71,Adventure Works,1965,58.0,Yes,Standard
15797,Mr.,Isaac,Cox,1965-03-28,M,M,isaac10@adventure-works.com,80000.0,5,Bachelors,Professional,Y,Mr. Isaac Cox,isaac10,Adventure Works,1965,58.0,Yes,Standard
15798,Ms.,Anne,Munoz,1964-09-19,S,F,anne8@adventure-works.com,70000.0,0,Bachelors,Professional,N,Ms. Anne Munoz,anne8,Adventure Works,1964,58.0,No,Standard
15799,Mrs.,Victoria,Anderson,1959-01-12,M,F,victoria11@adventure-works.com,90000.0,1,Bachelors,Professional,Y,Mrs. Victoria Anderson,victoria11,Adventure Works,1959,64.0,Yes,Standard
15800,Mr.,Alberto,Serrano,1959-12-11,S,M,alberto16@adventure-works.com,90000.0,1,Bachelors,Professional,Y,Mr. Alberto Serrano,alberto16,Adventure Works,1959,63.0,Yes,Standard
15801,Ms.,Katrina,Shen,1963-11-13,S,F,katrina1@adventure-works.com,70000.0,0,Bachelors,Professional,Y,Ms. Katrina Shen,katrina1,Adventure Works,1963,59.0,No,Standard
15802,Ms.,Bridget,Kumar,1963-04-24,S,F,bridget9@adventure-works.com,70000.0,0,Bachelors,Professional,N,Ms. Bridget Kumar,bridget9,Adventure Works,1963,60.0,No,Standard
15803,Mr.,Bradley,Goel,1962-10-18,M,M,bradley21@adventure-works.com,70000.0,5,Bachelors,Professional,N,Mr. Bradley Goel,bradley21,Adventure Works,1962,60.0,Yes,Standard
15804,Mrs.,Brittney,Liu,1962-08-20,M,F,brittney3@adventure-works.com,70000.0,5,Bachelors,Professional,Y,Mrs. Brittney Liu,brittney3,Adventure Works,1962,60.0,Yes,Standard
15805,Mrs.,Dawn,Lin,1962-03-02,M,F,dawn9@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,Mrs. Dawn Lin,dawn9,Adventure Works,1962,61.0,Yes,Standard
15806,Mr.,Devin,Allen,1962-01-06,M,M,devin22@adventure-works.com,70000.0,5,Partial College,Skilled Manual,N,Mr. Devin Allen,devin22,Adventure Works,1962,61.0,Yes,Standard
15807,Mr.,Scot,Schulte,1961-11-02,S,M,scot1@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,Mr. Scot Schulte,scot1,Adventure Works,1961,61.0,Yes,Standard
15808,Mrs.,Natasha,Blanco,1961-01-19,M,F,natasha15@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,Mrs. Natasha Blanco,natasha15,Adventure Works,1961,62.0,Yes,Standard
15809,Mr.,Christian,Sharma,1960-09-15,M,M,christian16@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,Mr. Christian Sharma,christian16,Adventure Works,1960,62.0,Yes,Standard
