CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,UserName,Domain,Birth_Year,Current_Age,Parent
12764,Mrs.,Alexandra,Harris,1953-08-17,M,F,alexandra77@adventure-works.com,30000.0,1,Partial College,Clerical,Y,alexandra77,adventure-works,1953,69.0,Yes
12765,,Robyn,Gill,1954-05-20,M,,robyn11@adventure-works.com,20000.0,2,Partial High School,Manual,N,robyn11,adventure-works,1954,68.0,Yes
12766,Mrs.,Jordyn,Bryant,1954-08-15,M,F,jordyn17@adventure-works.com,20000.0,3,Partial High School,Clerical,N,jordyn17,adventure-works,1954,68.0,Yes
12767,Mr.,Christopher,Robinson,1954-11-03,M,M,christopher18@adventure-works.com,30000.0,1,High School,Clerical,Y,christopher18,adventure-works,1954,68.0,Yes
12768,Mr.,Johnathan,Chapman,1954-05-26,M,M,johnathan3@adventure-works.com,30000.0,1,High School,Clerical,Y,johnathan3,adventure-works,1954,68.0,Yes
12769,Mr.,Thomas,Zhang,1955-03-21,M,M,thomas26@adventure-works.com,40000.0,1,Partial College,Clerical,Y,thomas26,adventure-works,1955,68.0,Yes
12770,Mr.,Charles,Evans,1955-09-23,M,M,charles44@adventure-works.com,40000.0,1,Partial College,Clerical,Y,charles44,adventure-works,1955,67.0,Yes
12771,Mrs.,Morgan,Thomas,1955-10-22,M,F,morgan33@adventure-works.com,40000.0,1,Partial College,Clerical,Y,morgan33,adventure-works,1955,67.0,Yes
12772,Mrs.,Abigail,Clark,1955-04-25,M,F,abigail60@adventure-works.com,40000.0,1,Partial College,Clerical,Y,abigail60,adventure-works,1955,67.0,Yes
12773,Mrs.,Samantha,Taylor,1955-11-09,M,F,samantha10@adventure-works.com,40000.0,1,Partial College,Clerical,Y,samantha10,adventure-works,1955,67.0,Yes
12774,Mrs.,Kristen,Gao,1955-03-25,M,F,kristen13@adventure-works.com,40000.0,1,Partial College,Clerical,Y,kristen13,adventure-works,1955,68.0,Yes
12775,Mr.,Connor,Griffin,1955-09-08,M,M,connor15@adventure-works.com,40000.0,1,Partial College,Clerical,Y,connor15,adventure-works,1955,67.0,Yes
12776,Mr.,Blake,Campbell,1955-01-18,M,M,blake43@adventure-works.com,80000.0,5,Graduate Degree,Skilled Manual,N,blake43,adventure-works,1955,68.0,Yes
12777,Mr.,Joseph,Anderson,1956-05-22,M,M,joseph16@adventure-works.com,40000.0,1,Partial College,Clerical,Y,joseph16,adventure-works,1956,66.0,Yes
12778,Mrs.,Connie,Morgan,1956-04-08,M,F,connie3@adventure-works.com,40000.0,1,Partial College,Clerical,Y,connie3,adventure-works,1956,67.0,Yes
12779,Mr.,Mason,Rogers,1956-08-03,M,M,mason18@adventure-works.com,40000.0,1,Partial College,Clerical,Y,mason18,adventure-works,1956,66.0,Yes
12780,Mr.,Jeremy,Richardson,1956-03-22,M,M,jeremy39@adventure-works.com,40000.0,1,Partial College,Clerical,Y,jeremy39,adventure-works,1956,67.0,Yes
12781,Mrs.,Emma,James,1956-06-28,M,F,emma44@adventure-works.com,40000.0,1,Partial College,Clerical,Y,emma44,adventure-works,1956,66.0,Yes
12782,Mrs.,Elizabeth,Long,1956-03-19,M,F,elizabeth39@adventure-works.com,40000.0,1,Partial College,Clerical,Y,elizabeth39,adventure-works,1956,67.0,Yes
12783,Mr.,Jerome,Gutierrez,1956-04-08,M,M,jerome9@adventure-works.com,40000.0,1,Partial College,Clerical,Y,jerome9,adventure-works,1956,67.0,Yes
12784,Mr.,Jonathan,Campbell,1956-03-07,M,M,jonathan36@adventure-works.com,40000.0,1,Partial College,Clerical,Y,jonathan36,adventure-works,1956,67.0,Yes
12785,Mr.,Javier,Ortega,1956-03-22,M,M,javier15@adventure-works.com,40000.0,1,Partial College,Clerical,Y,javier15,adventure-works,1956,67.0,Yes
12786,Mr.,James,Yang,1956-03-03,M,M,james43@adventure-works.com,40000.0,1,Partial College,Clerical,Y,james43,adventure-works,1956,67.0,Yes
12787,Mrs.,Katelyn,Cook,1956-10-21,S,F,katelyn20@adventure-works.com,70000.0,5,Graduate Degree,Skilled Manual,Y,katelyn20,adventure-works,1956,66.0,Yes
12788,Mrs.,Amanda,Nelson,1957-06-28,M,F,amanda52@adventure-works.com,40000.0,1,Partial College,Clerical,Y,amanda52,adventure-works,1957,65.0,Yes
12789,Mrs.,Jamie,Zeng,1957-04-24,M,F,jamie26@adventure-works.com,40000.0,1,Partial College,Clerical,Y,jamie26,adventure-works,1957,65.0,Yes
12790,,Brandon,Kumar,1958-10-05,S,,brandon25@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,brandon25,adventure-works,1958,64.0,Yes
12791,Mrs.,Angelica,Foster,1958-09-27,S,F,angelica15@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,angelica15,adventure-works,1958,64.0,Yes
12792,Mr.,Blake,White,1958-03-21,M,M,blake12@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,blake12,adventure-works,1958,65.0,Yes
12793,Mr.,Jessie,Guo,1958-04-17,M,M,jessie22@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,jessie22,adventure-works,1958,65.0,Yes
12794,Mrs.,Megan,Jackson,1959-10-08,S,F,megan15@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,megan15,adventure-works,1959,63.0,Yes
12795,Mr.,Antonio,Foster,1959-04-12,M,M,antonio16@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,antonio16,adventure-works,1959,64.0,Yes
12796,Mr.,Jason,Zhang,1959-03-08,M,M,jason21@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,N,jason21,adventure-works,1959,64.0,Yes
12797,Mr.,Patrick,Howard,1959-08-23,S,M,patrick16@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,patrick16,adventure-works,1959,63.0,Yes
12798,Mr.,Andy,Gutierrez,1968-01-14,M,M,andy15@adventure-works.com,20000.0,1,Partial College,Manual,Y,andy15,adventure-works,1968,55.0,Yes
12799,Mr.,George,Chandra,1968-06-15,M,M,george8@adventure-works.com,30000.0,1,Bachelors,Clerical,Y,george8,adventure-works,1968,54.0,Yes
12800,Mrs.,Lacey,Chen,1968-03-21,M,F,lacey14@adventure-works.com,30000.0,1,Bachelors,Clerical,Y,lacey14,adventure-works,1968,55.0,Yes
12801,Mrs.,Melody,Browning,1968-01-05,S,F,melody16@adventure-works.com,30000.0,1,Bachelors,Clerical,Y,melody16,adventure-works,1968,55.0,Yes
12803,Mrs.,Heather,Li,1968-03-18,M,F,heather3@adventure-works.com,30000.0,1,Bachelors,Clerical,Y,heather3,adventure-works,1968,55.0,Yes
12804,Mrs.,Jaclyn,Chander,1968-06-04,S,F,jaclyn39@adventure-works.com,30000.0,1,Bachelors,Clerical,N,jaclyn39,adventure-works,1968,54.0,Yes
12805,Mr.,Marvin,Moreno,1968-06-13,M,M,marvin7@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,marvin7,adventure-works,1968,54.0,No
12806,Mr.,Ronnie,Zeng,1968-03-18,M,M,ronnie19@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,ronnie19,adventure-works,1968,55.0,No
12807,Ms.,Nina,Kumar,1968-08-04,S,F,nina8@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Y,nina8,adventure-works,1968,54.0,No
12808,Mr.,Marc,Schmidt,1968-05-11,M,M,marc24@adventure-works.com,40000.0,0,Bachelors,Clerical,Y,marc24,adventure-works,1968,54.0,No
12809,Mrs.,Michele,Navarro,1967-09-22,M,F,michele43@adventure-works.com,20000.0,1,Partial College,Manual,Y,michele43,adventure-works,1967,55.0,Yes
12810,Mr.,Chase,Stewart,1926-07-28,M,M,chase23@adventure-works.com,30000.0,1,Bachelors,Clerical,Y,chase23,adventure-works,1926,96.0,Yes
12811,Mr.,Marc,Serrano,1967-04-20,S,M,marc20@adventure-works.com,20000.0,1,Partial College,Manual,N,marc20,adventure-works,1967,55.0,Yes
12812,Mrs.,Brandi,Sanz,1967-08-21,M,F,brandi19@adventure-works.com,20000.0,1,High School,Manual,Y,brandi19,adventure-works,1967,55.0,Yes
12813,Mr.,Reginald,Ramos,1967-11-08,M,M,reginald3@adventure-works.com,30000.0,1,Bachelors,Clerical,Y,reginald3,adventure-works,1967,55.0,Yes
12814,Mrs.,Casey,Sharma,1967-04-10,S,F,casey10@adventure-works.com,30000.0,1,Bachelors,Clerical,N,casey10,adventure-works,1967,56.0,Yes
12815,Mrs.,Dominique,Mehta,1967-06-26,M,F,dominique11@adventure-works.com,30000.0,1,Bachelors,Clerical,Y,dominique11,adventure-works,1967,55.0,Yes
12816,Mrs.,Tammy,Mehta,1966-06-24,S,F,tammy14@adventure-works.com,10000.0,5,Partial High School,Manual,Y,tammy14,adventure-works,1966,56.0,Yes
12817,Mr.,Theodore,Suarez,1966-02-09,S,M,theodore20@adventure-works.com,10000.0,5,Partial High School,Manual,Y,theodore20,adventure-works,1966,57.0,Yes
12818,Mr.,Curtis,She,1966-02-18,M,M,curtis20@adventure-works.com,20000.0,1,High School,Manual,Y,curtis20,adventure-works,1966,57.0,Yes
12819,Mr.,Nicolas,Chander,1966-04-23,S,M,nicolas14@adventure-works.com,20000.0,2,High School,Manual,Y,nicolas14,adventure-works,1966,56.0,Yes
12820,Mr.,Derek,Tang,1966-02-09,S,M,derek4@adventure-works.com,20000.0,2,High School,Manual,Y,derek4,adventure-works,1966,57.0,Yes
12821,Mr.,Cesar,Mcdonald,1967-06-15,M,M,cesar3@adventure-works.com,40000.0,0,Bachelors,Clerical,Y,cesar3,adventure-works,1967,55.0,No
12822,Ms.,Alexandra,James,1967-05-24,M,F,alexandra19@adventure-works.com,40000.0,0,Bachelors,Clerical,N,alexandra19,adventure-works,1967,55.0,No
12823,Mrs.,Bethany,She,1927-11-17,M,F,bethany4@adventure-works.com,10000.0,4,High School,Manual,N,bethany4,adventure-works,1927,95.0,Yes
12824,Mr.,Kristopher,Subram,1966-05-06,S,M,kristopher11@adventure-works.com,30000.0,1,Bachelors,Clerical,N,kristopher11,adventure-works,1966,56.0,Yes
12825,Mr.,Kelvin,Hu,1966-01-20,M,M,kelvin39@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Y,kelvin39,adventure-works,1966,57.0,Yes
12826,Mr.,Caleb,Gonzalez,1965-07-07,S,M,caleb38@adventure-works.com,10000.0,5,Partial High School,Manual,Y,caleb38,adventure-works,1965,57.0,Yes
12827,Mr.,Nicolas,Raje,1965-07-15,S,M,nicolas12@adventure-works.com,20000.0,2,High School,Manual,Y,nicolas12,adventure-works,1965,57.0,Yes
12828,Mrs.,Carol,Rubio,1964-06-04,S,F,carol12@adventure-works.com,10000.0,5,Partial High School,Manual,Y,carol12,adventure-works,1964,58.0,Yes
12829,Mr.,Micah,Li,1964-07-14,S,M,micah13@adventure-works.com,20000.0,2,High School,Manual,Y,micah13,adventure-works,1964,58.0,Yes
12830,Mr.,Russell,Raje,1964-12-24,S,M,russell16@adventure-works.com,20000.0,3,High School,Manual,Y,russell16,adventure-works,1964,58.0,Yes
12831,Mrs.,Kathryn,Lal,1964-01-16,S,F,kathryn7@adventure-works.com,20000.0,3,High School,Manual,Y,kathryn7,adventure-works,1964,59.0,Yes
12832,Mr.,Douglas,Prasad,1964-04-21,S,M,douglas13@adventure-works.com,20000.0,3,High School,Manual,Y,douglas13,adventure-works,1964,58.0,Yes
12833,Mrs.,Sheena,Goel,1964-01-17,S,F,sheena18@adventure-works.com,20000.0,3,High School,Manual,Y,sheena18,adventure-works,1964,59.0,Yes
12834,Mrs.,Kelsey,Xie,1964-03-13,M,F,kelsey2@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Y,kelsey2,adventure-works,1964,59.0,Yes
12835,Mr.,Karl,Yuan,1963-09-22,S,M,karl7@adventure-works.com,10000.0,3,Partial High School,Manual,Y,karl7,adventure-works,1963,59.0,Yes
12836,Mr.,Rodney,Munoz,1963-03-03,S,M,rodney3@adventure-works.com,20000.0,3,High School,Manual,Y,rodney3,adventure-works,1963,60.0,Yes
12837,Mrs.,Nicole,Anderson,1933-09-27,M,F,nicole10@adventure-works.com,20000.0,2,Partial College,Manual,Y,nicole10,adventure-works,1933,89.0,Yes
12838,Mr.,Ralph,Beck,1966-05-11,M,M,ralph0@adventure-works.com,40000.0,0,Bachelors,Professional,Y,ralph0,adventure-works,1966,56.0,No
12839,Ms.,Dominique,Fernandez,1966-06-18,S,F,dominique13@adventure-works.com,60000.0,0,Graduate Degree,Skilled Manual,N,dominique13,adventure-works,1966,56.0,No
12840,Mrs.,Naomi,Sanz,1934-08-12,M,F,naomi20@adventure-works.com,40000.0,1,Graduate Degree,Skilled Manual,Y,naomi20,adventure-works,1934,88.0,Yes
12841,Mrs.,Yolanda,Xie,1965-08-24,S,F,yolanda3@adventure-works.com,30000.0,2,Partial College,Clerical,Y,yolanda3,adventure-works,1965,57.0,Yes
12842,Mr.,Kelvin,Becker,1965-03-06,S,M,kelvin17@adventure-works.com,30000.0,2,Partial College,Clerical,Y,kelvin17,adventure-works,1965,58.0,Yes
12843,Mrs.,Summer,Smith,1965-08-02,S,F,summer7@adventure-works.com,30000.0,2,Partial College,Clerical,Y,summer7,adventure-works,1965,57.0,Yes
12844,Mr.,Gerald,Gonzalez,1965-03-28,M,M,gerald4@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,gerald4,adventure-works,1965,58.0,Yes
12845,Mrs.,Angela,Torres,1965-11-28,M,F,angela30@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,angela30,adventure-works,1965,57.0,Yes
12846,Mrs.,Bridget,Nara,1964-07-06,S,F,bridget18@adventure-works.com,30000.0,2,Partial College,Clerical,Y,bridget18,adventure-works,1964,58.0,Yes
12848,Mrs.,Brittney,Lu,1964-11-02,M,F,brittney10@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,brittney10,adventure-works,1964,58.0,Yes
12849,Mr.,Adam,Baker,1963-02-26,S,M,adam38@adventure-works.com,30000.0,2,Partial College,Clerical,Y,adam38,adventure-works,1963,60.0,Yes
12850,Mr.,Johnny,Raji,1977-06-06,S,M,johnny22@adventure-works.com,20000.0,0,High School,Manual,N,johnny22,adventure-works,1977,45.0,No
12851,Mrs.,Brandy,Sai,1979-09-26,S,F,brandy1@adventure-works.com,20000.0,4,High School,Manual,Y,brandy1,adventure-works,1979,43.0,Yes
12852,Mrs.,Teresa,Carlson,1979-02-04,S,F,teresa19@adventure-works.com,30000.0,3,Partial College,Clerical,Y,teresa19,adventure-works,1979,44.0,Yes
12853,Mrs.,Evelyn,Malhotra,1963-08-25,M,F,evelyn5@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,evelyn5,adventure-works,1963,59.0,Yes
12854,Mr.,Reginald,Romero,1963-05-23,M,M,reginald16@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,reginald16,adventure-works,1963,59.0,Yes
12855,Mr.,Philip,Diaz,1963-02-03,M,M,philip2@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,philip2,adventure-works,1963,60.0,Yes
12856,Mrs.,Rosa,Lin,1963-04-07,M,F,rosa8@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,rosa8,adventure-works,1963,60.0,Yes
12857,Mr.,Raul,Kumar,1963-08-17,M,M,raul7@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,raul7,adventure-works,1963,59.0,Yes
12858,Mrs.,Adriana,Mehta,1962-04-21,S,F,adriana15@adventure-works.com,30000.0,1,Partial College,Clerical,Y,adriana15,adventure-works,1962,60.0,Yes
12859,Mrs.,Evelyn,Gonzalez,1962-08-17,S,F,evelyn19@adventure-works.com,30000.0,1,Partial College,Clerical,Y,evelyn19,adventure-works,1962,60.0,Yes
12860,Mrs.,Jillian,Prasad,1962-03-25,M,F,jillian10@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,jillian10,adventure-works,1962,61.0,Yes
12861,Mrs.,Robyn,Jimenez,1962-03-25,M,F,robyn4@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Y,robyn4,adventure-works,1962,61.0,Yes
12862,Mrs.,Melinda,Ortega,1978-02-11,S,F,melinda16@adventure-works.com,30000.0,3,Partial College,Clerical,Y,melinda16,adventure-works,1978,45.0,Yes
12863,Mr.,Caleb,Zhang,1978-08-25,S,M,caleb20@adventure-works.com,30000.0,4,Partial College,Clerical,Y,caleb20,adventure-works,1978,44.0,Yes
12865,Ms.,Brandy,Martinez,1976-03-24,M,F,brandy14@adventure-works.com,20000.0,0,High School,Manual,N,brandy14,adventure-works,1976,47.0,No
12866,Ms.,Janelle,Fernandez,1975-06-18,S,F,janelle12@adventure-works.com,10000.0,0,Partial High School,Manual,Y,janelle12,adventure-works,1975,47.0,No
12867,Ms.,Laura,Ye,1975-07-20,S,F,laura16@adventure-works.com,10000.0,0,Partial High School,Manual,Y,laura16,adventure-works,1975,47.0,No
12868,Ms.,Julie,Anand,1975-05-13,S,F,julie23@adventure-works.com,20000.0,0,High School,Manual,N,julie23,adventure-works,1975,47.0,No
12869,Ms.,Alisha,Tang,1976-03-25,M,F,alisha28@adventure-works.com,20000.0,0,High School,Manual,N,alisha28,adventure-works,1976,47.0,No
12870,Mr.,Tyrone,Munoz,1976-09-19,S,M,tyrone7@adventure-works.com,20000.0,0,Partial High School,Manual,N,tyrone7,adventure-works,1976,46.0,No
12871,Ms.,Leah,Li,1976-10-06,S,F,leah2@adventure-works.com,30000.0,0,Partial College,Clerical,N,leah2,adventure-works,1976,46.0,No
12872,Ms.,Olivia,Hughes,1975-05-11,S,F,olivia57@adventure-works.com,30000.0,0,Partial College,Clerical,N,olivia57,adventure-works,1975,47.0,No
12873,Ms.,Mandar,Samant,1974-09-18,S,F,mandar2@adventure-works.com,20000.0,0,Partial High School,Manual,N,mandar2,adventure-works,1974,48.0,No
12874,Ms.,Kirk,Nason,1974-09-05,S,F,kirk3@adventure-works.com,20000.0,0,Partial High School,Manual,N,kirk3,adventure-works,1974,48.0,No
12875,Mrs.,Brianna,Ross,1959-05-15,S,F,brianna50@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,brianna50,adventure-works,1959,63.0,Yes
12876,Mr.,Blake,Robinson,1959-07-22,M,M,blake18@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,blake18,adventure-works,1959,63.0,Yes
12877,Mr.,Alexander,Williams,1959-05-05,M,M,alexander4@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Y,alexander4,adventure-works,1959,63.0,Yes
12878,Mr.,Gilbert,Sun,1972-09-14,M,M,gilbert10@adventure-works.com,40000.0,4,High School,Skilled Manual,Y,gilbert10,adventure-works,1972,50.0,Yes
12879,Mr.,Elijah,Nelson,1972-07-16,M,M,elijah37@adventure-works.com,40000.0,0,Graduate Degree,Skilled Manual,Y,elijah37,adventure-works,1972,50.0,No
12880,Mr.,Luis,Hayes,1973-09-11,S,M,luis22@adventure-works.com,50000.0,0,Graduate Degree,Skilled Manual,N,luis22,adventure-works,1973,49.0,No
12881,Mrs.,Isabella,Edwards,1973-11-14,S,F,isabella34@adventure-works.com,50000.0,1,Graduate Degree,Skilled Manual,Y,isabella34,adventure-works,1973,49.0,Yes
12882,Mr.,Eduardo,Allen,1973-03-27,M,M,eduardo24@adventure-works.com,50000.0,1,Graduate Degree,Skilled Manual,Y,eduardo24,adventure-works,1973,50.0,Yes
12883,Mrs.,Stephanie,Bailey,1971-11-06,S,F,stephanie12@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,stephanie12,adventure-works,1971,51.0,Yes
12884,Mrs.,Megan,Williams,1971-05-12,S,F,megan5@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,megan5,adventure-works,1971,51.0,Yes
12885,Mr.,Jonathan,Anderson,1971-08-15,M,M,jonathan62@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,jonathan62,adventure-works,1971,51.0,Yes
12886,Mrs.,Jocelyn,Long,1971-11-03,S,F,jocelyn10@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,jocelyn10,adventure-works,1971,51.0,Yes
12889,Mr.,James,Adams,1971-11-27,M,M,james66@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,james66,adventure-works,1971,51.0,Yes
12890,Mr.,Steven,Thorpe,1971-07-19,M,M,steven8@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,steven8,adventure-works,1971,51.0,Yes
12891,Mrs.,Kaylee,King,1971-04-16,M,F,kaylee42@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Y,kaylee42,adventure-works,1971,52.0,Yes
12892,Mr.,Brian,Peterson,1972-04-10,M,M,brian17@adventure-works.com,40000.0,1,Graduate Degree,Skilled Manual,Y,brian17,adventure-works,1972,51.0,Yes
12893,Mrs.,Brittany,Foster,1972-04-04,M,F,brittany14@adventure-works.com,70000.0,2,Graduate Degree,Professional,Y,brittany14,adventure-works,1972,51.0,Yes
12894,Mrs.,Natalie,Walker,1972-08-07,M,F,natalie89@adventure-works.com,70000.0,2,Graduate Degree,Professional,Y,natalie89,adventure-works,1972,50.0,Yes
12895,Mrs.,Destiny,Anderson,1970-04-06,M,F,destiny10@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Y,destiny10,adventure-works,1970,53.0,Yes
12896,Mrs.,Victoria,Wood,1970-07-16,M,F,victoria50@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Y,victoria50,adventure-works,1970,52.0,Yes
12897,Mrs.,Alyssa,Wilson,1970-01-06,M,F,alyssa6@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Y,alyssa6,adventure-works,1970,53.0,Yes
12898,Mrs.,Madeline,Campbell,1970-09-09,M,F,madeline6@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Y,madeline6,adventure-works,1970,52.0,Yes
12899,Mrs.,Ana,Ross,1970-07-11,M,F,ana4@adventure-works.com,50000.0,1,Bachelors,Skilled Manual,Y,ana4,adventure-works,1970,52.0,Yes
12900,Mr.,Carlos,Ward,1970-06-05,M,M,carlos14@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,carlos14,adventure-works,1970,52.0,Yes
12901,Mr.,Robert,Adams,1969-02-12,M,M,robert57@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,Y,robert57,adventure-works,1969,54.0,Yes
12902,Mrs.,Julia,Stewart,1969-04-22,S,F,julia46@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,Y,julia46,adventure-works,1969,53.0,Yes
12903,Mrs.,John,Sandstone,1969-10-02,S,F,john27@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,Y,john27,adventure-works,1969,53.0,Yes
12904,Mr.,Thomas,Jai,1969-02-19,M,M,thomas35@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,Y,thomas35,adventure-works,1969,54.0,Yes
12905,Mrs.,Alexandra,Sanchez,1969-09-10,M,F,alexandra2@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,alexandra2,adventure-works,1969,53.0,Yes
12906,Mr.,Philip,Ramos,1971-08-19,M,M,philip16@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,philip16,adventure-works,1971,51.0,Yes
12907,Mrs.,Julia,Bryant,1971-11-23,M,F,julia84@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,julia84,adventure-works,1971,51.0,Yes
12908,Mr.,Tyler,Clark,1971-03-12,M,M,tyler19@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,tyler19,adventure-works,1971,52.0,Yes
12909,Mrs.,Kelsey,Shan,1971-05-25,M,F,kelsey10@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,kelsey10,adventure-works,1971,51.0,Yes
12910,Mr.,Robert,Brown,1971-02-05,M,M,robert62@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,robert62,adventure-works,1971,52.0,Yes
12911,Mr.,Sebastian,Rogers,1969-10-26,S,M,sebastian18@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,sebastian18,adventure-works,1969,53.0,Yes
12912,Mrs.,Brianna,Morris,1968-03-25,S,F,brianna26@adventure-works.com,40000.0,4,High School,Skilled Manual,Y,brianna26,adventure-works,1968,55.0,Yes
12913,Mr.,Benjamin,Moore,1968-02-23,M,M,benjamin42@adventure-works.com,60000.0,2,Bachelors,Skilled Manual,Y,benjamin42,adventure-works,1968,55.0,Yes
12914,Ms.,Jill,Miller,1967-04-11,S,F,jill4@adventure-works.com,40000.0,0,Bachelors,Professional,N,jill4,adventure-works,1967,56.0,No
12915,Ms.,Kaitlyn,Alexander,1967-03-20,S,F,kaitlyn86@adventure-works.com,40000.0,0,Bachelors,Professional,N,kaitlyn86,adventure-works,1967,56.0,No
12916,Mrs.,Natalie,Ross,1970-05-23,M,F,natalie26@adventure-works.com,60000.0,1,Graduate Degree,Professional,Y,natalie26,adventure-works,1970,52.0,Yes
12917,Mrs.,Vanessa,Russell,1970-03-02,M,F,vanessa20@adventure-works.com,70000.0,4,Graduate Degree,Professional,Y,vanessa20,adventure-works,1970,53.0,Yes
12918,Mrs.,Brooke,Murphy,1970-02-13,M,F,brooke13@adventure-works.com,80000.0,2,Graduate Degree,Professional,Y,brooke13,adventure-works,1970,53.0,Yes
12920,Mrs.,Kelly,Henderson,1967-09-13,S,F,kelly9@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,Y,kelly9,adventure-works,1967,55.0,Yes
12921,Mr.,Wyatt,Lee,1966-07-03,S,M,wyatt23@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,N,wyatt23,adventure-works,1966,56.0,Yes
12923,Mr.,Fernando,Wright,1966-08-21,S,M,fernando26@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,Y,fernando26,adventure-works,1966,56.0,Yes
12924,Mr.,Devon,Chande,1966-10-09,M,M,devon12@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,Y,devon12,adventure-works,1966,56.0,Yes
12925,Ms.,Mackenzie,Blue,1966-08-13,M,F,mackenzie12@adventure-works.com,60000.0,0,Graduate Degree,Professional,Y,mackenzie12,adventure-works,1966,56.0,No
12926,Mrs.,Sara,Murphy,1966-07-18,M,F,sara16@adventure-works.com,70000.0,4,Graduate Degree,Professional,Y,sara16,adventure-works,1966,56.0,Yes
12927,Mrs.,Savannah,Sanchez,1966-06-13,M,F,savannah25@adventure-works.com,70000.0,4,Graduate Degree,Professional,Y,savannah25,adventure-works,1966,56.0,Yes
12928,Mrs.,Carol,Wright,1969-11-10,M,F,carol15@adventure-works.com,60000.0,2,Graduate Degree,Professional,Y,carol15,adventure-works,1969,53.0,Yes
12929,Mrs.,Vanessa,Bryant,1969-03-05,M,F,vanessa19@adventure-works.com,70000.0,5,Graduate Degree,Professional,Y,vanessa19,adventure-works,1969,54.0,Yes
12930,Mrs.,Grace,Harris,1969-05-16,M,F,grace13@adventure-works.com,70000.0,5,Graduate Degree,Professional,Y,grace13,adventure-works,1969,53.0,Yes
12931,Mrs.,Ann,Fernandez,1969-10-05,S,F,ann20@adventure-works.com,70000.0,5,Graduate Degree,Professional,Y,ann20,adventure-works,1969,53.0,Yes
12932,Mr.,Tyler,Johnson,1969-11-10,M,M,tyler4@adventure-works.com,70000.0,5,Graduate Degree,Professional,Y,tyler4,adventure-works,1969,53.0,Yes
12933,Mr.,Jonathan,Hall,1969-02-10,M,M,jonathan52@adventure-works.com,70000.0,5,Graduate Degree,Professional,N,jonathan52,adventure-works,1969,54.0,Yes
